timestamp,x,y
1719208968,-1.7606831751209782,0.19197590937470035
1719208968,-1.3795212470858855,0.19361388274729446
1719208968,-0.9247923346100123,0.18253381327416984
1719208968,-0.5176481065240386,0.15265914234031255
1719208968,-0.16899399162942735,0.18866848423800275
1719208968,0.1348318583292957,0.14839300176582726
1719208968,0.5649644768921127,0.054694597982598236
1719208968,1.0468385109716152,0.02230020061737692
1719208968,1.2580272164679338,-0.014199860278402976
1719208968,1.556257036872698,-0.10018181035223597
1719208968,1.8719175122614578,-0.11593483665239472
